 	Area	XM	YM	Circ.	AR	Round	Solidity
1605	6	508.500	438.000	1.000	1.500	0.667	1.000
1606	1	547.500	437.500	1.000	1.000	1.000	1.000
1607	1	623.500	438.500	1.000	1.000	1.000	1.000
1608	10	919.500	440.000	1.000	1.551	0.645	0.909
1609	7	959.071	440.214	0.943	1.936	0.517	0.933
1610	8	211.000	441.000	1.000	2.000	0.500	1.000
1611	6	392.500	440.000	1.000	1.500	0.667	1.000
1612	11	412.864	440.591	1.000	1.372	0.729	0.957
1613	11	466.591	440.864	1.000	1.372	0.729	0.957
1614	3	568.833	439.833	1.000	1.464	0.683	0.857
1615	8	105.375	441.375	1.000	1.229	0.814	0.941
1616	4	12.000	442.000	1.000	1.000	1.000	1.000
1617	3	38.167	442.167	1.000	1.464	0.683	0.857
1618	4	783.000	442.000	1.000	1.000	1.000	1.000
1619	8	348.375	443.375	1.000	1.229	0.814	0.941
1620	6	143.500	444.000	1.000	1.500	0.667	1.000
1621	12	238.833	445.167	1.000	1.651	0.606	0.889
1622	12	331.000	444.500	1.000	1.333	0.750	1.000
1623	4	359.000	444.000	1.000	1.000	1.000	1.000
1624	1	811.500	443.500	1.000	1.000	1.000	1.000
1625	6	828.500	444.000	1.000	1.500	0.667	1.000
1626	9	839.500	444.500	1.000	1.000	1.000	1.000
1627	4	929.000	444.000	1.000	1.000	1.000	1.000
1628	1	937.500	443.500	1.000	1.000	1.000	1.000
1629	9	255.500	445.500	1.000	1.000	1.000	1.000
1630	15	400.433	445.900	1.000	1.295	0.772	0.857
1631	6	987.500	445.000	1.000	1.500	0.667	1.000
1632	11	501.045	446.864	0.976	1.851	0.540	0.846
1633	8	84.000	448.000	1.000	2.000	0.500	1.000
1634	11	488.318	448.409	0.887	2.173	0.460	0.846
1635	1	520.500	446.500	1.000	1.000	1.000	1.000
1636	4	531.000	447.000	1.000	1.000	1.000	1.000
1637	11	553.409	448.136	1.000	1.372	0.729	0.957
1638	7	794.500	447.500	1.000	1.596	0.626	0.875
1639	4	57.000	448.000	1.000	1.000	1.000	1.000
1640	1	195.500	447.500	1.000	1.000	1.000	1.000
1641	1	419.500	447.500	1.000	1.000	1.000	1.000
1642	8	433.625	448.625	1.000	1.229	0.814	0.941
1643	9	540.500	448.500	1.000	1.000	1.000	1.000
1644	13	818.885	449.115	1.000	1.159	0.863	0.897
1645	7	848.500	448.500	1.000	1.596	0.626	0.875
1646	4	265.000	449.000	1.000	1.000	1.000	1.000
1647	8	408.250	450.500	0.539	3.759	0.266	0.800
1648	10	1012.700	450.000	1.000	1.327	0.753	0.909
1649	21	229.690	451.643	1.000	1.062	0.942	0.913
1650	4	597.000	451.000	1.000	1.000	1.000	1.000
1651	6	828.500	451.000	1.000	1.500	0.667	1.000
1652	4	964.000	451.000	1.000	1.000	1.000	1.000
1653	1	25.500	451.500	1.000	1.000	1.000	1.000
1654	5	109.100	452.700	1.000	1.553	0.644	0.909
1655	1	210.500	453.500	1.000	1.000	1.000	1.000
1656	4	701.000	454.000	1.000	1.000	1.000	1.000
1657	6	835.500	454.000	1.000	1.500	0.667	1.000
1658	14	901.214	456.714	0.775	2.463	0.406	0.875
1659	8	371.625	456.375	1.000	1.229	0.814	0.941
1660	2	791.000	455.500	1.000	2.000	0.500	1.000
1661	7	979.500	456.500	1.000	1.596	0.626	0.875
1662	4	62.000	457.000	1.000	1.000	1.000	1.000
1663	17	238.912	458.382	1.000	1.263	0.792	0.919
1664	4	355.000	457.000	1.000	1.000	1.000	1.000
1665	4	493.000	457.000	1.000	1.000	1.000	1.000
1666	3	525.500	456.500	0.967	3.000	0.333	1.000
1667	11	219.864	458.409	1.000	1.372	0.729	0.957
1668	4	380.000	458.000	1.000	1.000	1.000	1.000
1669	4	481.000	458.000	1.000	1.000	1.000	1.000
1670	4	844.000	458.000	1.000	1.000	1.000	1.000
1671	8	854.375	458.625	1.000	1.229	0.814	0.941
1672	1	624.500	458.500	1.000	1.000	1.000	1.000
1673	4	191.000	460.000	1.000	1.000	1.000	1.000
1674	9	299.500	460.500	1.000	1.000	1.000	1.000
1675	17	824.206	460.794	0.845	1.906	0.525	0.850
1676	9	878.056	460.389	1.000	1.817	0.550	0.857
1677	6	949.000	460.500	1.000	1.500	0.667	1.000
1678	7	966.786	460.071	1.000	1.936	0.517	0.933
1679	4	19.000	461.000	1.000	1.000	1.000	1.000
1680	4	864.000	461.000	1.000	1.000	1.000	1.000
1681	8	72.000	462.000	1.000	2.000	0.500	1.000
1682	1	156.500	461.500	1.000	1.000	1.000	1.000
1683	1	171.500	461.500	1.000	1.000	1.000	1.000
1684	4	501.000	462.000	1.000	1.000	1.000	1.000
1685	1	940.500	461.500	1.000	1.000	1.000	1.000
1686	6	182.000	463.500	1.000	1.500	0.667	1.000
1687	4	462.000	463.000	1.000	1.000	1.000	1.000
1688	6	614.000	463.500	1.000	1.500	0.667	1.000
1689	7	308.500	465.500	1.000	1.596	0.626	0.875
1690	4	483.000	465.000	1.000	1.000	1.000	1.000
1691	6	763.000	465.500	1.000	1.500	0.667	1.000
1692	6	843.000	465.500	1.000	1.500	0.667	1.000
1693	4	474.000	466.000	1.000	1.000	1.000	1.000
1694	8	234.625	467.375	1.000	1.229	0.814	0.941
1695	9	344.389	467.944	1.000	1.817	0.550	0.857
1696	1	334.500	467.500	1.000	1.000	1.000	1.000
1697	6	111.000	469.500	1.000	1.500	0.667	1.000
1698	6	131.500	469.000	1.000	1.500	0.667	1.000
1699	10	288.300	470.000	1.000	1.327	0.753	0.909
1700	8	375.625	469.375	1.000	1.229	0.814	0.941
1701	7	851.500	469.500	1.000	1.596	0.626	0.875
1702	4	175.000	470.000	1.000	1.000	1.000	1.000
1703	5	146.300	471.100	1.000	1.553	0.644	0.909
1704	7	157.500	471.500	1.000	1.596	0.626	0.875
1705	15	296.767	472.567	1.000	1.435	0.697	0.882
1706	9	830.500	471.500	1.000	1.000	1.000	1.000
1707	10	999.000	471.500	1.000	1.551	0.645	0.909
1708	8	72.375	472.625	1.000	1.229	0.814	0.941
1709	13	277.115	473.115	1.000	1.159	0.863	0.897
1710	8	325.000	473.000	1.000	2.000	0.500	1.000
1711	4	563.000	472.000	1.000	1.000	1.000	1.000
1712	4	859.000	472.000	1.000	1.000	1.000	1.000
1713	6	1013.000	472.500	1.000	1.500	0.667	1.000
1714	8	242.625	473.625	1.000	1.229	0.814	0.941
1715	6	787.500	473.000	1.000	1.500	0.667	1.000
1716	4	892.000	473.000	1.000	1.000	1.000	1.000
1717	8	467.375	474.375	1.000	1.229	0.814	0.941
1718	6	498.500	474.000	1.000	1.500	0.667	1.000
1719	9	482.278	474.944	0.923	2.386	0.419	0.947
1720	13	839.885	475.885	1.000	1.159	0.863	0.897
1721	4	868.000	475.000	1.000	1.000	1.000	1.000
1722	4	940.000	475.000	1.000	1.000	1.000	1.000
1723	1	970.500	474.500	1.000	1.000	1.000	1.000
1724	11	53.682	477.227	0.691	3.126	0.320	0.688
1725	6	350.500	476.000	1.000	1.500	0.667	1.000
1726	1	443.500	476.500	1.000	1.000	1.000	1.000
1727	1	589.500	476.500	1.000	1.000	1.000	1.000
1728	9	849.500	477.500	1.000	1.000	1.000	1.000
1729	6	211.000	478.500	1.000	1.500	0.667	1.000
1730	4	258.000	478.000	1.000	1.000	1.000	1.000
1731	4	633.000	478.000	1.000	1.000	1.000	1.000
1732	5	718.300	478.100	1.000	1.553	0.644	0.909
1733	4	381.000	480.000	1.000	1.000	1.000	1.000
1734	18	147.889	482.278	1.000	1.704	0.587	0.878
1735	4	221.000	481.000	1.000	1.000	1.000	1.000
1736	8	268.375	481.625	1.000	1.229	0.814	0.941
1737	6	437.000	483.500	1.000	1.500	0.667	1.000
1738	10	830.500	483.000	0.925	2.500	0.400	1.000
1739	1	40.500	483.500	1.000	1.000	1.000	1.000
1740	4	74.000	484.000	1.000	1.000	1.000	1.000
1741	9	867.500	484.500	1.000	1.000	1.000	1.000
1742	7	111.500	485.500	1.000	1.596	0.626	0.875
1743	4	317.000	485.000	1.000	1.000	1.000	1.000
1744	1	796.500	484.500	1.000	1.000	1.000	1.000
1745	5	46.300	486.100	1.000	1.553	0.644	0.909
1746	9	97.500	486.500	1.000	1.000	1.000	1.000
1747	14	846.000	487.000	1.000	1.319	0.758	0.933
1748	1	998.500	486.500	1.000	1.000	1.000	1.000
1749	4	770.000	488.000	1.000	1.000	1.000	1.000
1750	8	810.375	488.625	1.000	1.229	0.814	0.941
1751	1	159.500	488.500	1.000	1.000	1.000	1.000
1752	4	243.000	489.000	1.000	1.000	1.000	1.000
1753	5	819.300	489.100	1.000	1.553	0.644	0.909
1754	8	884.375	489.375	1.000	1.229	0.814	0.941
1755	4	323.000	490.000	1.000	1.000	1.000	1.000
1756	6	536.000	490.500	1.000	1.500	0.667	1.000
1757	6	550.500	490.000	1.000	1.500	0.667	1.000
1758	13	855.346	490.577	0.779	1.970	0.508	0.839
1759	8	188.375	491.375	1.000	1.229	0.814	0.941
1760	4	945.000	491.000	1.000	1.000	1.000	1.000
1761	13	344.500	493.500	1.000	1.735	0.576	0.929
1762	6	824.000	492.500	1.000	1.500	0.667	1.000
1763	8	12.625	493.375	1.000	1.229	0.814	0.941
1764	9	55.500	493.500	1.000	1.000	1.000	1.000
1765	12	507.000	494.000	1.000	1.627	0.615	0.857
1766	1	861.500	493.500	1.000	1.000	1.000	1.000
1767	13	161.269	495.731	1.000	1.370	0.730	0.929
1768	9	330.944	495.389	1.000	1.817	0.550	0.857
1769	1	834.500	494.500	1.000	1.000	1.000	1.000
1770	5	1000.300	495.100	1.000	1.553	0.644	0.909
1771	7	28.500	496.500	1.000	1.596	0.626	0.875
1772	4	216.000	496.000	1.000	1.000	1.000	1.000
1773	5	842.300	496.100	1.000	1.553	0.644	0.909
1774	4	67.000	497.000	1.000	1.000	1.000	1.000
1775	6	678.500	497.000	1.000	1.500	0.667	1.000
1776	2	300.500	498.000	1.000	2.000	0.500	1.000
1777	1	355.500	497.500	1.000	1.000	1.000	1.000
1778	10	763.000	498.500	1.000	1.551	0.645	0.909
1779	2	850.500	499.000	1.000	2.000	0.500	1.000
1780	4	808.000	500.000	1.000	1.000	1.000	1.000
1781	1	275.500	500.500	1.000	1.000	1.000	1.000
1782	6	290.500	501.000	1.000	1.500	0.667	1.000
1783	8	742.625	501.625	1.000	1.229	0.814	0.941
1784	1	831.500	500.500	1.000	1.000	1.000	1.000
1785	11	921.864	501.409	1.000	1.372	0.729	0.957
1786	1	752.500	501.500	1.000	1.000	1.000	1.000
1787	6	859.500	502.000	1.000	1.500	0.667	1.000
1788	1	701.500	502.500	1.000	1.000	1.000	1.000
1789	4	777.000	503.000	1.000	1.000	1.000	1.000
1790	10	840.000	503.700	1.000	1.384	0.723	0.909
1791	7	957.214	502.929	0.943	1.936	0.517	0.933
1792	13	41.115	504.885	1.000	1.159	0.863	0.897
1793	11	52.136	504.409	1.000	1.372	0.729	0.957
1794	2	322.000	503.500	1.000	2.000	0.500	1.000
1795	1	337.500	503.500	1.000	1.000	1.000	1.000
1796	1	893.500	503.500	1.000	1.000	1.000	1.000
1797	19	20.500	506.026	0.853	2.255	0.443	0.826
1798	2	309.500	505.000	1.000	2.000	0.500	1.000
1799	7	867.786	505.071	1.000	1.936	0.517	0.933
1800	2	386.500	506.000	1.000	2.000	0.500	1.000
1801	1	900.500	505.500	1.000	1.000	1.000	1.000
1802	7	588.500	507.500	1.000	1.596	0.626	0.875
1803	13	32.500	509.500	1.000	1.735	0.576	0.929
1804	4	173.000	508.000	1.000	1.000	1.000	1.000
1805	4	791.000	508.000	1.000	1.000	1.000	1.000
1806	1	647.500	508.500	1.000	1.000	1.000	1.000
1807	6	877.500	509.000	1.000	1.500	0.667	1.000
1808	12	182.167	510.833	1.000	1.651	0.606	0.889
1809	6	930.000	510.500	1.000	1.500	0.667	1.000
1810	1	285.500	510.500	1.000	1.000	1.000	1.000
1811	9	398.500	511.500	1.000	1.000	1.000	1.000
1812	4	784.000	511.000	1.000	1.000	1.000	1.000
1813	1	814.500	510.500	1.000	1.000	1.000	1.000
1814	4	208.000	512.000	1.000	1.000	1.000	1.000
1815	9	492.611	513.056	1.000	1.817	0.550	0.857
1816	2	596.500	512.000	1.000	2.000	0.500	1.000
1817	4	775.000	512.000	1.000	1.000	1.000	1.000
1818	10	838.500	513.000	1.000	1.551	0.645	0.909
1819	2	858.000	511.500	1.000	2.000	0.500	1.000
1820	4	921.000	512.000	1.000	1.000	1.000	1.000
1821	17	43.794	514.088	0.985	1.627	0.615	0.829
1822	8	115.000	513.000	1.000	2.000	0.500	1.000
1823	13	168.500	514.500	1.000	1.735	0.576	0.929
1824	4	691.000	513.000	1.000	1.000	1.000	1.000
1825	12	16.417	514.750	1.000	1.756	0.570	0.889
1826	11	337.864	514.409	1.000	1.372	0.729	0.957
1827	14	865.143	514.786	1.000	1.239	0.807	0.933
1828	4	474.000	515.000	1.000	1.000	1.000	1.000
1829	9	92.500	516.500	1.000	1.000	1.000	1.000
1830	1	105.500	515.500	1.000	1.000	1.000	1.000
1831	5	502.900	516.700	1.000	1.553	0.644	0.909
1832	4	136.000	517.000	1.000	1.000	1.000	1.000
1833	4	302.000	517.000	1.000	1.000	1.000	1.000
1834	6	847.500	517.000	1.000	1.500	0.667	1.000
1835	1	1008.500	516.500	1.000	1.000	1.000	1.000
1836	4	227.000	518.000	1.000	1.000	1.000	1.000
1837	11	261.045	518.045	0.715	3.129	0.320	0.917
1838	10	274.300	519.000	1.000	1.327	0.753	0.909
1839	1	385.500	517.500	1.000	1.000	1.000	1.000
1840	11	249.136	519.591	1.000	1.372	0.729	0.957
1841	7	642.500	519.500	1.000	1.596	0.626	0.875
1842	8	81.000	520.000	1.000	2.000	0.500	1.000
1843	13	194.654	521.269	0.956	1.796	0.557	0.929
1844	6	292.000	520.500	1.000	1.500	0.667	1.000
1845	1	308.500	519.500	1.000	1.000	1.000	1.000
1846	1	512.500	519.500	1.000	1.000	1.000	1.000
1847	1	754.500	519.500	1.000	1.000	1.000	1.000
1848	8	776.625	520.375	1.000	1.229	0.814	0.941
1849	6	101.000	521.500	1.000	1.500	0.667	1.000
1850	10	179.600	521.100	0.736	2.953	0.339	0.909
1851	2	229.500	521.000	1.000	2.000	0.500	1.000
1852	8	670.000	521.000	1.000	2.000	0.500	1.000
1853	8	953.375	521.375	1.000	1.229	0.814	0.941
1854	13	998.115	522.115	1.000	1.159	0.863	0.897
1855	6	123.000	522.500	1.000	1.500	0.667	1.000
1856	9	833.500	521.944	0.726	2.642	0.378	0.900
1857	4	784.000	523.000	1.000	1.000	1.000	1.000
1858	11	860.864	523.591	1.000	1.372	0.729	0.957
1859	1	973.500	522.500	1.000	1.000	1.000	1.000
1860	2	216.000	523.500	1.000	2.000	0.500	1.000
1861	11	494.591	525.864	1.000	1.372	0.729	0.957
1862	6	504.000	525.500	1.000	1.500	0.667	1.000
1863	8	939.375	525.625	1.000	1.229	0.814	0.941
1864	4	327.000	526.000	1.000	1.000	1.000	1.000
1865	2	962.000	525.500	1.000	2.000	0.500	1.000
1866	4	255.000	527.000	1.000	1.000	1.000	1.000
1867	11	18.136	528.409	1.000	1.372	0.729	0.957
1868	4	195.000	529.000	1.000	1.000	1.000	1.000
1869	1	408.500	528.500	1.000	1.000	1.000	1.000
1870	4	778.000	529.000	1.000	1.000	1.000	1.000
1871	10	45.500	530.000	0.925	2.500	0.400	1.000
1872	9	636.389	531.056	1.000	1.817	0.550	0.857
1873	11	671.045	531.136	0.976	1.851	0.540	0.846
1874	8	64.875	530.875	0.740	2.564	0.390	0.889
1875	22	100.227	532.727	0.552	3.915	0.255	0.721
1876	4	184.000	531.000	1.000	1.000	1.000	1.000
1877	4	207.000	531.000	1.000	1.000	1.000	1.000
1878	6	225.500	531.000	1.000	1.500	0.667	1.000
1879	6	581.000	531.500	1.000	1.500	0.667	1.000
1880	4	76.000	532.000	1.000	1.000	1.000	1.000
1881	1	120.500	531.500	1.000	1.000	1.000	1.000
1882	4	319.000	532.000	1.000	1.000	1.000	1.000
1883	3	446.167	531.833	1.000	1.464	0.683	0.857
1884	10	1011.700	533.000	1.000	1.327	0.753	0.909
1885	12	259.000	534.167	1.000	1.281	0.781	0.857
1886	11	303.591	534.136	1.000	1.372	0.729	0.957
1887	4	396.000	533.000	1.000	1.000	1.000	1.000
1888	6	987.000	533.500	1.000	1.500	0.667	1.000
1889	8	133.625	534.375	1.000	1.229	0.814	0.941
1890	14	175.786	535.000	1.000	1.020	0.981	0.933
1891	3	276.833	534.167	1.000	1.464	0.683	0.857
1892	1	555.500	533.500	1.000	1.000	1.000	1.000
1893	6	626.000	534.500	1.000	1.500	0.667	1.000
1894	10	416.500	536.000	1.000	1.551	0.645	0.909
1895	12	407.167	537.000	1.000	1.281	0.781	0.857
1896	7	660.500	536.500	1.000	1.596	0.626	0.875
1897	1	515.500	536.500	1.000	1.000	1.000	1.000
1898	5	570.700	536.900	1.000	1.553	0.644	0.909
1899	15	30.367	538.900	1.000	1.530	0.654	0.857
1900	1	804.500	537.500	1.000	1.000	1.000	1.000
1901	4	22.000	539.000	1.000	1.000	1.000	1.000
1902	2	437.500	539.000	1.000	2.000	0.500	1.000
1903	23	85.413	541.891	1.000	1.473	0.679	0.902
1904	4	109.000	540.000	1.000	1.000	1.000	1.000
1905	10	214.500	541.000	1.000	1.551	0.645	0.909
1906	4	142.000	541.000	1.000	1.000	1.000	1.000
1907	6	189.500	541.000	1.000	1.500	0.667	1.000
1908	10	234.300	542.000	1.000	1.327	0.753	0.909
1909	3	386.500	540.500	0.967	3.000	0.333	1.000
1910	13	97.885	542.885	1.000	1.159	0.863	0.897
1911	12	41.250	545.250	0.883	2.000	0.500	0.889
1912	18	54.389	545.111	0.895	1.471	0.680	0.878
1913	2	154.000	543.500	1.000	2.000	0.500	1.000
1914	8	424.375	544.375	1.000	1.229	0.814	0.941
1915	4	868.000	545.000	1.000	1.000	1.000	1.000
1916	11	72.409	546.864	1.000	1.372	0.729	0.957
1917	4	441.750	545.750	0.857	2.000	0.500	0.800
1918	4	751.000	546.000	1.000	1.000	1.000	1.000
1919	8	940.375	546.625	1.000	1.229	0.814	0.941
1920	15	181.567	548.233	1.000	1.435	0.697	0.882
1921	6	222.000	548.500	1.000	1.500	0.667	1.000
1922	4	566.000	548.000	1.000	1.000	1.000	1.000
1923	1	637.500	547.500	1.000	1.000	1.000	1.000
1924	4	738.000	548.000	1.000	1.000	1.000	1.000
1925	15	30.500	549.500	1.000	1.667	0.600	1.000
1926	8	206.625	550.375	1.000	1.229	0.814	0.941
1927	11	64.409	552.136	1.000	1.372	0.729	0.957
1928	7	609.071	551.214	0.718	2.982	0.335	0.824
1929	4	701.000	551.000	1.000	1.000	1.000	1.000
1930	11	1006.409	553.136	1.000	1.372	0.729	0.957
1931	4	20.000	553.000	1.000	1.000	1.000	1.000
1932	14	81.714	553.500	0.911	1.950	0.513	0.875
1933	1	389.500	552.500	1.000	1.000	1.000	1.000
1934	1	474.500	552.500	1.000	1.000	1.000	1.000
1935	8	131.000	554.000	1.000	2.000	0.500	1.000
1936	21	252.214	554.786	0.906	1.679	0.595	0.933
1937	12	99.000	555.500	1.000	1.333	0.750	1.000
1938	18	145.556	555.722	0.591	2.684	0.373	0.692
1939	1	658.500	554.500	1.000	1.000	1.000	1.000
1940	10	925.700	556.000	1.000	1.327	0.753	0.909
1941	8	329.375	556.625	1.000	1.229	0.814	0.941
1942	6	425.000	556.500	1.000	1.500	0.667	1.000
1943	1	54.500	556.500	1.000	1.000	1.000	1.000
1944	4	178.000	557.000	1.000	1.000	1.000	1.000
1945	6	218.500	557.000	1.000	1.500	0.667	1.000
1946	4	439.000	557.000	1.000	1.000	1.000	1.000
1947	1	639.500	556.500	1.000	1.000	1.000	1.000
1948	2	464.000	557.500	1.000	2.000	0.500	1.000
1949	4	519.000	557.500	0.740	4.000	0.250	1.000
1950	1	647.500	557.500	1.000	1.000	1.000	1.000
1951	1	792.500	557.500	1.000	1.000	1.000	1.000
1952	4	26.000	559.000	1.000	1.000	1.000	1.000
1953	1	187.500	558.500	1.000	1.000	1.000	1.000
1954	6	511.500	559.000	1.000	1.500	0.667	1.000
1955	4	397.000	560.000	1.000	1.000	1.000	1.000
1956	8	13.375	561.625	1.000	1.229	0.814	0.941
1957	11	123.409	563.136	1.000	1.372	0.729	0.957
1958	8	132.625	562.625	1.000	1.229	0.814	0.941
1959	4	241.000	562.000	1.000	1.000	1.000	1.000
1960	6	494.500	562.000	1.000	1.500	0.667	1.000
1961	7	682.214	562.071	0.943	1.936	0.517	0.933
1962	8	220.000	564.000	1.000	2.000	0.500	1.000
1963	4	231.000	563.000	1.000	1.000	1.000	1.000
1964	4	852.000	563.000	1.000	1.000	1.000	1.000
1965	8	59.375	565.375	1.000	1.229	0.814	0.941
1966	8	99.375	565.625	1.000	1.229	0.814	0.941
1967	4	318.000	565.000	1.000	1.000	1.000	1.000
1968	1	361.500	564.500	1.000	1.000	1.000	1.000
1969	8	89.375	566.625	1.000	1.229	0.814	0.941
1970	4	142.000	566.000	1.000	1.000	1.000	1.000
1971	12	174.833	567.167	1.000	1.651	0.606	0.889
1972	6	338.500	566.000	1.000	1.500	0.667	1.000
1973	4	259.000	567.000	1.000	1.000	1.000	1.000
1974	7	520.786	566.929	1.000	1.936	0.517	0.933
1975	3	797.500	566.500	0.967	3.000	0.333	1.000
1976	1	1013.500	566.500	1.000	1.000	1.000	1.000
1977	8	63.625	568.375	1.000	1.229	0.814	0.941
1978	4	1001.000	568.000	1.000	1.000	1.000	1.000
1979	13	108.885	569.885	1.000	1.159	0.863	0.897
1980	4	407.000	570.000	1.000	1.000	1.000	1.000
1981	1	433.500	569.500	1.000	1.000	1.000	1.000
1982	1	948.500	569.500	1.000	1.000	1.000	1.000
1983	10	31.500	572.000	1.000	1.551	0.645	0.909
1984	1	308.500	570.500	1.000	1.000	1.000	1.000
1985	2	500.000	570.500	1.000	2.000	0.500	1.000
1986	7	778.500	571.500	1.000	1.596	0.626	0.875
1987	6	117.000	572.500	1.000	1.500	0.667	1.000
1988	8	217.625	572.625	1.000	1.229	0.814	0.941
1989	6	905.000	572.500	1.000	1.500	0.667	1.000
1990	4	992.000	572.000	1.000	1.000	1.000	1.000
1991	8	12.000	574.000	1.000	2.000	0.500	1.000
1992	19	132.921	574.184	1.000	1.548	0.646	0.905
1993	1	189.500	572.500	1.000	1.000	1.000	1.000
1994	1	389.500	572.500	1.000	1.000	1.000	1.000
1995	6	806.500	573.000	1.000	1.500	0.667	1.000
1996	4	856.000	573.000	1.000	1.000	1.000	1.000
1997	8	206.625	574.625	1.000	1.229	0.814	0.941
1998	8	473.375	574.375	1.000	1.229	0.814	0.941
1999	13	55.115	575.885	1.000	1.159	0.863	0.897
2000	12	97.833	576.500	0.719	2.011	0.497	0.828
2001	8	527.375	576.375	1.000	1.229	0.814	0.941
2002	8	797.375	576.375	1.000	1.229	0.814	0.941
2003	8	158.625	577.625	1.000	1.229	0.814	0.941
2004	4	362.000	577.000	1.000	1.000	1.000	1.000
2005	4	944.000	577.000	1.000	1.000	1.000	1.000
2006	10	232.700	579.000	1.000	1.327	0.753	0.909
2007	9	508.722	578.056	0.832	2.386	0.419	0.947
2008	18	243.167	580.667	0.996	1.372	0.729	0.947
2009	11	499.318	580.045	0.609	3.358	0.298	0.880
2010	7	785.214	580.071	0.943	1.936	0.517	0.933
2011	4	838.000	580.000	1.000	1.000	1.000	1.000
2012	8	926.375	580.375	1.000	1.229	0.814	0.941
2013	8	109.375	581.375	1.000	1.229	0.814	0.941
2014	1	1010.500	580.500	1.000	1.000	1.000	1.000
2015	6	352.000	582.500	1.000	1.500	0.667	1.000
2016	4	635.000	582.000	1.000	1.000	1.000	1.000
2017	4	176.000	583.000	1.000	1.000	1.000	1.000
2018	1	310.500	582.500	1.000	1.000	1.000	1.000
2019	2	396.500	583.000	1.000	2.000	0.500	1.000
2020	1	619.500	582.500	1.000	1.000	1.000	1.000
2021	11	22.591	584.864	1.000	1.372	0.729	0.957
2022	6	184.000	584.500	1.000	1.500	0.667	1.000
2023	4	221.000	584.000	1.000	1.000	1.000	1.000
2024	10	196.700	586.000	1.000	1.327	0.753	0.909
2025	10	253.700	586.000	1.000	1.327	0.753	0.909
2026	9	53.500	586.500	1.000	1.000	1.000	1.000
2027	1	64.500	585.500	1.000	1.000	1.000	1.000
2028	4	134.000	586.000	1.000	1.000	1.000	1.000
2029	1	271.500	585.500	1.000	1.000	1.000	1.000
2030	1	473.500	585.500	1.000	1.000	1.000	1.000
2031	1	516.500	585.500	1.000	1.000	1.000	1.000
2032	13	795.654	586.115	0.601	2.838	0.352	0.812
2033	1	447.500	586.500	1.000	1.000	1.000	1.000
2034	11	210.136	588.591	1.000	1.372	0.729	0.957
2035	7	415.500	588.500	1.000	1.596	0.626	0.875
2036	1	506.500	587.500	1.000	1.000	1.000	1.000
2037	5	79.700	588.900	1.000	1.553	0.644	0.909
2038	8	406.625	589.375	1.000	1.229	0.814	0.941
2039	10	496.000	589.500	1.000	1.551	0.645	0.909
2040	4	553.000	589.000	1.000	1.000	1.000	1.000
2041	6	73.500	590.000	1.000	1.500	0.667	1.000
2042	1	185.500	589.500	1.000	1.000	1.000	1.000
2043	8	11.625	591.625	1.000	1.229	0.814	0.941
2044	4	368.000	591.000	1.000	1.000	1.000	1.000
2045	8	931.375	591.625	1.000	1.229	0.814	0.941
2046	1	951.500	590.500	1.000	1.000	1.000	1.000
2047	13	42.885	593.115	1.000	1.159	0.863	0.897
2048	4	143.000	592.000	1.000	1.000	1.000	1.000
2049	11	281.136	592.591	1.000	1.372	0.729	0.957
2050	12	1006.167	593.000	1.000	1.281	0.781	0.857
2051	1	235.500	592.500	1.000	1.000	1.000	1.000
2052	1	456.500	592.500	1.000	1.000	1.000	1.000
2053	8	993.375	593.625	1.000	1.229	0.814	0.941
2054	9	177.500	594.500	1.000	1.000	1.000	1.000
2055	1	296.500	593.500	1.000	1.000	1.000	1.000
2056	7	600.500	594.500	1.000	1.596	0.626	0.875
2057	4	867.000	594.000	1.000	1.000	1.000	1.000
2058	4	985.000	594.000	1.000	1.000	1.000	1.000
2059	16	29.000	595.375	0.958	1.931	0.518	0.941
2060	18	129.000	597.000	0.965	1.578	0.634	0.857
2061	4	199.000	596.000	1.000	1.000	1.000	1.000
2062	8	271.375	596.625	1.000	1.229	0.814	0.941
2063	1	370.500	595.500	1.000	1.000	1.000	1.000
2064	2	817.000	595.500	1.000	2.000	0.500	1.000
2065	6	918.500	596.000	1.000	1.500	0.667	1.000
2066	6	154.500	597.000	1.000	1.500	0.667	1.000
2067	4	86.000	598.000	1.000	1.000	1.000	1.000
2068	3	104.833	598.167	1.000	1.464	0.683	0.857
2069	8	505.000	598.000	1.000	2.000	0.500	1.000
2070	5	548.900	598.300	1.000	1.553	0.644	0.909
2071	1	59.500	598.500	1.000	1.000	1.000	1.000
2072	15	289.900	600.567	1.000	1.295	0.772	0.857
2073	1	491.500	598.500	1.000	1.000	1.000	1.000
2074	8	214.375	600.625	1.000	1.229	0.814	0.941
2075	2	305.000	599.500	1.000	2.000	0.500	1.000
2076	1	760.500	599.500	1.000	1.000	1.000	1.000
2077	8	224.375	601.375	1.000	1.229	0.814	0.941
2078	7	328.500	601.500	1.000	1.596	0.626	0.875
2079	4	953.000	601.000	1.000	1.000	1.000	1.000
2080	1	339.500	601.500	1.000	1.000	1.000	1.000
2081	4	378.000	602.000	1.000	1.000	1.000	1.000
2082	10	984.000	602.500	1.000	1.551	0.645	0.909
2083	20	50.550	604.400	1.000	1.083	0.923	0.889
2084	1	140.500	602.500	1.000	1.000	1.000	1.000
2085	24	205.167	604.375	1.000	1.222	0.818	0.906
